title,Year,cast1,cast2, cast3, crew1, crew2, crew3, genre, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
Wayne Gretzky: Above and Beyond,1990, Wayne Gretzky, Janet Jones, Walter Gretzky,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Mr. Sardonicus,1961, Oskar Homolka, Ronald Lewis, Audrey Dalton, Ray Russell, Ray Russell, William Castle, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Princess Kaiulani,2010, Q'orianka Kilcher, Barry Pepper, Will Patton, Marc Forby,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Gotham Uncovered: Creation of a Scene,2008, Christopher Nolan, Christian Bale, Lee Smith, Michael Fallavollita, Carl Jordan, Jordan Goldberg, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Monsieur Beaucaire,1924, Rudolph Valentino, Bebe Daniels, Lois Wilson, Sidney Olcott, Booth Tarkington, Evelyn Greenleaf Sutherland,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Moon Rider,2012,NA,NA,NA, Daniel Denick,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Last House on the Left,2009, Tony Goldwyn, Monica Potter, Sara Paxton, Dennis Iliadis, Sean S. Cunningham, Wes Craven,Thriller,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
The Famous Five 2,2013, Valeria Eisenbart, Justus Schlingensiepen, Neele-Marie Nickel, Mike Marzuk, Sebastian Wehlings, Peer Klehmet, Family,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
Afonya,1975, Leonid Kuravlyov, Evgeni Leonov, Valentina Talyzina, Sergey Vronsky, Boris Nemechek, Moisei Weinberg,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Family of Lust,1981,NA,NA,NA, Chu Mu, Wen Yao-Hua, Mona Fong,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
King of the Khyber Rifles,1953, Tyrone Power, Terry Moore, Michael Rennie, Henry King, Harry Kleiner, Talbot Mundy,Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Asphalt Wars,2005,NA,NA,NA,NA,NA,NA,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Limp Bizkit - Rock Im Park 2001,2008,NA,NA,NA,NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Swordfish,2001, John Travolta, Hugh Jackman, Halle Berry, Dominic Sena, Skip Woods, Bruce Berman,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Carolina Blues,1944, Kay Kyser, Ann Miller, Victor Moore, Joseph Hoffman, Al Martin, Leigh Jason, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Cougars,2012, Rebecca Hausman, Kendra North, Charlie Dreizen, Lonnie Martin,NA,NA, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sell Out!,2009, Jerrica Lai, Peter Davis,NA, Joon-han Yeo, Joon-han Yeo,NA,Music,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sex and Consequences,2006, Joan Severance, Rodney Scott, Corbin Bernsen, Michael Valverde, Stephen L. Antczak,NA,Thriller,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Kiss The Bride,2002, Amanda Detmer, Sean Patrick Flanery, Brooke Langton, Vanessa Parise, Vanessa Parise,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Antartique Printemps Express,2004,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Casanova's Raincoat,1993, Inna Churikova, Luca Barbareschi, Yekaterina Grabbe, Aleksandr Galin, Aleksandr Galin, Sergei Bayev,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Grasshopper and the Ant,1913,NA,NA,NA, Wladyslaw Starewicz, Ivan Andreyevich Krylov,NA,Fantasy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
Beyond Loch Ness,2008, Brian Krause, Niall Matter, Don S. Davis, Paul Ziller, Andrew Sands, Paul Ziller,Thriller,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,
Abel,1986, Alex van Warmerdam, Henri Garcin, Olga Zuiderhoek, Alex van Warmerdam, Alex van Warmerdam, Otakar Votocek,Foreign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Lovesick,2011, Ariel Lin, Bolin Chen, Yifeng Li, Rocky Jo, Rocky Jo,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Les Paul: Chasing Sound!,2007,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Madonna - Re-Invention Tour Live in Lisbon,2004,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Area 51 Confidential,2011, Devanny Pinn, Brandon Slagle, Wolfgang Meyer, Brandon Slagle, Brandon Slagle, Devanny Pinn,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Hitch In Time,1978,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Phoney Express,1932,NA,NA,NA, Ub Iwerks,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Miracle of the Bells,1948, Fred MacMurray, Frank Sinatra, Alida Valli, Irving Pichel, Ben Hecht, Quentin Reynolds, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Pink Floyd: The Story of Wish You Were Here,2012, Roger Waters, David Gilmour, Nick Mason, John Edginton,NA,NA,Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
My Dad's a Detective,2009,NA,NA,NA, Will Wissink,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Images d'Ostende,1929,NA,NA,NA, Henri Storck,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nine O'Clock Folks,1931,NA,NA,NA, Roy Mack,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Necrophobia,1995, Martijn Oversteegen, Rutger Weemhoff, Gerry Verhoeven, Frank van Geloven, Edwin Visser,NA, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Honey,2013, Jasmine Trinca, Carlo Cecchi, Libero De Rienzo, Valeria Golino, Angela Del Fabbro, Valeria Golino, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Several Friends,1969, Andy Burnett, Eugene Cherry, Charles Bracy, Charles Burnett, Charles Burnett, Charles Burnett, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Sammy's Adventures 2,2012, Kaitlyn Maher, Carter Hastings, Alan Shearman, Ben Stassen, Domonic Paris, Gina Gallo,Animation,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
A Trip Thru a Hollywood Studio,1935,NA,NA,NA, Ralph Staub,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mississippi Blues,1984,NA,NA,NA, Robert Parrish, Bertrand Tavernier,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Black Cats and Broomsticks,1955, Peter Roberts,NA,NA, Larry O'Reilly, Frances Dinsmoor,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Letter,1940, Bette Davis, Herbert Marshall, James Stephenson, William Wyler, W. Somerset Maugham, Howard Koch,Romance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Ohne Krimi geht die Mimi nie ins Bett,1962, Heinz Erhardt, Karin Dor, Harald Juhnke, Franz Antel, Johannes Kai, Hugo Wiener,Romance,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
La Marseillaise,1938, Pierre Renoir, Lise Delamare, Louis Jouvet, Jean Renoir,NA,NA,History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
When the Night,2011, Filippo Timi, Claudia Pandolfi, Thomas Trabacchi, Cristina Comencini, Cristina Comencini,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Seize the Day,1986, Robin Williams, Richard B. Shull, David Bickford, Fielder Cook, Saul Bellow,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Elaine Stritch: Shoot Me,2013, Elaine Stritch, Tina Fey, Cherry Jones, Chiemi Karasawa,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Paula Fernandes - Live,2011, Paula Fernandes,NA,NA,NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Harsh Light of Day,2012, Dan Richardson, Giles Alderson, Sophie Linfield, Oliver Milburn, Oliver S. Milburn,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Montana Moon,1930, Joan Crawford, Johnny Mack Brown, Dorothy Sebastian, Malcolm St. Clair, Sylvia Thalberg, Frank Butler,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Poovarasan,1996, Karthik Muthuraman, Rakshana, Goundamani, Ilayaraja, Gokula Krishnan, Gafar M, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Collection,2012, Josh Stewart, Christopher McDonald, Emma Fitzpatrick, Marcus Dunstan, Patrick Melton, Marcus Dunstan,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Ace in the Hole,1942, Mel Blanc, Ben Hardaway,NA, Alex Lovy, Walter Lantz, Darrell Calker, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mutts To You,1938, Curly Howard, Bess Flowers,NA, Charley Chase, Elwood Ullman,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Final Chapter: Walking Tall,1977, Bo Svenson, Lurene Tuttle, Forrest Tucker, Jack Starrett, Howard B. Kreitsek, Howard B. Kreitsek,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,
Bitter End of a Sweet Night,1961, Masahiko Tsugawa, Michiko Saga, Teruyo Yamagami, Yoshishige Yoshida, Yoshishige Yoshida, Yoichi Maeda,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Shell Shock,1964, Beach Dickerson, Carl Crow, Frank Leo, John Hayes, Randy Fields, John Hayes,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Blindside - Ten Years Running Blind,2005, Blindside,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Watching the Detectives,2007, Cillian Murphy, Lucy Liu, Jason Sudeikis, Paul Soter, Paul Soter,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Prudence Petitpas,2001,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
When Trumpets Fade,1998, Ron Eldard, Zak Orth, Frank Whaley, John Irvin, W.W. Vought,NA,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Moleman 2 - Demoscene,2011,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Meri Jung,1985,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Breakfast on Pluto,2005, Cillian Murphy, Liam Neeson, Ruth Negga, Neil Jordan, Pat McCabe, Declan Quinn,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Crunch Time,2006,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Airplane!,1980, Robert Hays, Julie Hagerty, Kareem Abdul-Jabbar, Jim Abrahams, David Zucker, Jerry Zucker,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Not For Publication,1984, Nancy Allen, David Naughton, Laurence Luckinbill, Paul Bartel, Paul Bartel, John Meyer,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Iceman,2014, Donnie Yen, Wang Baoqiang, Huang Sheng-Yi, Law Wing-Cheong, Jianxin Huang, Lam Fung,ScienceFiction,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,,
Sidewalks of New York,2001, Edward Burns, Heather Graham, Rosario Dawson, Edward Burns, Edward Burns,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Crooked Man,2003, Ross Kemp, Liam Cunningham, Natasha Little, David Drury,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Violent Kind,2010, Cory Knauf, Taylor Cole, Bret Roberts, The Butcher Brothers, Mitchell Altieri, Phil Flores, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Temple of Love,1932,NA,NA,NA, James A. FitzPatrick,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Vampire Wedding,1993,NA,NA,NA,NA,NA,NA,Romance,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Four Hearts,1941, Valentina Serova, Evgeniy Samoylov, Lyudmila Tselikovskaya, Konstantin Yudin, Anatoli Granberg, Aleksei Fajko,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hi Diddle Diddle,1943, Martha Scott, Adolphe Menjou, Pola Negri, Andrew L. Stone,NA,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
As Small as a World & as Large as Alone,2013,NA,NA,NA, Sophie Diao,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gravity,1976,NA,NA,NA, Michael Nankin, David Wechter,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
How Bruce Lee Changed the World,2009, Jackie Chan, Charles Parnell, LL Cool J, Steve Webb, Steve Webb,NA,Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Revenge of the Stepford Wives,1980, Don Johnson, Sharon Gless, Julie Kavner, Robert Fuest,NA,NA,TVMovie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
May I Kill U?,2013, Kevin Bishop, Jack Doolan, Frances Barber, Stuart Urban, Stuart Urban,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The White Space,2009, Margherita Buy, Gaetano Bruno, Giovanni Ludeno, Francesca Comencini,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Westlife: The Where We Are Tour,2010,NA,NA,NA,NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Pleasure of His Company,1961, Fred Astaire, Debbie Reynolds, Lilli Palmer, George Seaton,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Touchables,1968, Judy Huxtable, Ester Anderson, Monika Ringwald, Robert Freeman, Ian La Frenais, Robert Freeman, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Pizza Man,1991, Bill Maher,NA,NA, J. F. Lawton,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Midnight Matinee,1990, Ron White, Gillian Barber, Jeff Schultz, Richard Martin, Richard Martin, Richard Davis,Thriller,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
Pop Skull,2007, Lane Hughes, Brandon Carroll, Maggie Gwin, Adam Wingard, Lane Hughes, E.L. Katz,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Dracula's Daughter,1936, Otto Kruger, Gloria Holden, Edward Van Sloan, Lambert Hillyer, George Robinson, E.M. Asher, Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Max,1994, Jacques Vermeire,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Semper Fi: Always Faithful,2011,NA,NA,NA, Tony Hardmon, Rachel Libert,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Kai Kodutha Deivam,1964, Sivaji Ganesan, Savitri, K. R. Vijaya, K. S. Gopalakrishnan, M. S. Viswanathan, T. K. Ramamoorthy, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
My Surfing Lucifer,2007, Bunker Spreckels, Ellie Sylva, Spyder Wills, Kenneth Anger,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Precious Images,1986,NA,NA,NA, Chuck Workman,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
DeadHeads,2011, Michael McKiddy, Ross Kidder, Markus Taylor, Brett Pierce, Drew T. Pierce, Brett Pierce,Horror,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Montana Amazon,2013, Haley Joel Osment, Olympia Dukakis, Alison Brie, D.G. Brock, P.D. Hughen, Bruce Stubblefield,Drama,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Short Grass,1950, Rod Cameron, Cathy Downs, Johnny Mack Brown, Lesley Selander, Thomas W. Blackburn,NA, Western,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Tim and Teddy,1949,NA,NA,NA, Ivo Caprino, Ivo Caprino,NA, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Yami Douga 2,2012,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Geisha House,1999, Maki Miyamoto, Sumiko Fuji, Mai Kitajima, Kinji Fukasaku,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Harold Robbins' Body Parts,2001, Richard Grieco, Athena Massey, Joyce Jimenez, Craig Corman,NA,NA,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Woman Obsessed,1959, Susan Hayward, Stephen Boyd, Barbara Nichols, Henry Hathaway, Sydney Boehm, John Mantley,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Rich Man's Wife,1996, Clive Owen, Halle Berry, Peter Greene, Amy Holden Jones, Amy Holden Jones,NA,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Blank Slate,2008, Eric Stoltz, Lisa Brenner, Clancy Brown, John Harrison, John Harrison,NA,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Wings of the Morning,1937, Annabella, Henry Fonda, Leslie Banks, Harold D. Schuster, Thomas J. Geraghty, Brian Oswald Donn-Byrne,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Nurses 2,2012, Jesse Jane, Kayden Kross, Alexis Texas,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alleman,1963, Simon Carmiggelt, Peter Ustinov,NA, Bert Haanstra, Bert Haanstra, Simon Carmiggelt,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Raising Flagg,2006, Alan Arkin, Lauren Holly, Glenne Headly, Neal Miller,NA,NA,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Other Side of the Tracks,2008, Brendan Fehr, Chad Lindberg, Tania Raymonde, A.D. Calvo,NA,NA,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,
Killer Klowns from Outer Space,1988, Grant Cramer, Suzanne Snyder, John Allen Nelson, Stephen Chiodo, Charles Chiodo, Edward Chiodo,ScienceFiction,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Floating Lives,2010, Dustin Nguyen, Do Thi Hai Yen, Tang thanh Ha, Phan Quang Binh Nguyen,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Killer,1989, Chow Yun-Fat, Danny Lee Sau-Yin, Sally Yeh, John Woo, John Woo, Tsui Hark,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,
Deewaar,1975, Amitabh Bachchan, Shashi Kapoor, Neetu Singh, Yash Chopra, Gulshan Rai, Salim-Javed,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Snakes on a Plane,2006, Samuel L. Jackson, Julianna Margulies, Kenan Thompson, David R. Ellis, John Heffernan, Sandra Rabins, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Grow Up Already,2011, Johnny Simmons, Odette Annable, Ethan Suplee,NA,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
La Blue Girl 3: Lady Ninja,1996, Saya Hidaka, Junko Asamiya, Momoko Nishidao, Kaoru Kuramoto, Toshio Maeda,NA, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Mr. and Mrs. North,1942, Gracie Allen, William Post Jr., Paul Kelly, Robert B. Sinclair, S.K. Lauren, Owen Davis,Mystery,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Meet Wally Sparks,1997, Rodney Dangerfield, Debi Mazar, Burt Reynolds, Peter Baldwin,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
We're Leaving,2011,NA,NA,NA, Zachary Treitz,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Three on a Meathook,1973, Charles Kissinger, James Carroll Pickett,NA, Linda Thompson, William Girdler,NA,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vracenky,1991,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Casey's Shadow,1978, Walter Matthau, Alexis Smith, Robert Webber, Martin Ritt, John McPhee, Carol Sobieski,Family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
La Yuma,2009,NA,NA,NA, Florence Jaugey,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Vanishing Riders,1935, Bill Cody, Bill Cody Jr., Ethel Jackson, Robert F. Hill, Oliver Drake,NA, Western,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
No Man's Land,2008,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Charlie & Boots,2009, Paul Hogan, Shane Jacobson, Roy Billing, David Redman, Dean Murphy, Dean Murphy,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
New Moon,1940, Jeanette MacDonald, Nelson Eddy, Mary Boland, Robert Z. Leonard, W.S. Van Dyke, Jacques Deval,Romance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Svengali,1983, Peter O'Toole, Jodie Foster, Elizabeth Ashley, Anthony Harvey,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vinnie Vincent Metal Tech,1988,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Suitors,1988, Pouran Esrafily,NA,NA, Ghasem Ebrahimian,NA,NA,Foreign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Cinderella,1922,NA,NA,NA, Lotte Reiniger, Jacob Grimm, Wilhelm Grimm,Fantasy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Doubt,2008, Amy Adams, Philip Seymour Hoffman, Meryl Streep, John Patrick Shanley, Roger Deakins, Dylan Tichenor,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Green Light,1937, Errol Flynn, Anita Louise, Margaret Lindsay, Frank Borzage, Milton Krims, Lloyd C. Douglas,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Slaughter on Tenth Avenue,1957, Richard Egan, Jan Sterling, Dan Duryea, Arnold Laven,NA,NA,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Seven Cities Of Gold,1955, Richard Egan, Anthony Quinn, Michael Rennie, Robert D. Webb, Joseph Petracca, Richard L. Breen,History,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
Mondo Mod,1967, Humble Harve Miller, Midget Farrelly, Skipper Fats, Peter Perry Jr., Sherman Greene,NA,Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
